71,846,1003,888
71,2,215,33
71,128,1027,176
71,611,1075,648
71,233,1051,275
71,367,1051,411
71,440,1075,480
71,56,1003,103
71,295,262,345
71,508,979,547
71,536,1027,584
71,472,262,518
71,774,1051,821
95,747,1027,782
71,648,1051,683
71,201,1003,241
71,678,1003,715
71,708,1027,751
71,169,788,208
71,100,1027,140
71,271,1051,306
71,406,1075,447
71,336,1027,378
71,575,1051,614
71,817,286,850
